body,title
Lo más interesante es que el modo historia nos puede ofrecer sin problema hasta ocho horas de juego.

Las físicas como los rivales a vencer
Los juegos de la saga se sienten diferentes a cualquier franquicia, por el tipo de competencia, circuitos y sobretodo físicas. Para la edición 2021 encontramos algunos cambios que se pueden considerar mínimos, pero que solicitarán una concentración total al conducir.

El ejemplo más claro es al tomar las curvas, si decidimos ""abrirnos"" un poco de la pista es probable que perdamos el control del auto, en ediciones anteriores esto no sucedía y permitía que algunos usuarios decidieran recortar parte de las curvas. Aquí ya no se podrá.

    
Este tipo de ajustes obliga a los usuarios a tomar las curvas lo más “realistas” posibles, por fortuna siempre podremos contar con la clásica guía que nos podrá indicar cuándo tenemos que dejar de pisar el acelerador.

Por otro lado, seguimos contando con infinidad de opciones que marcarán la estrategia de la carrera, saber cuándo solicitar la parada de pits o algo clave como el cambio de neumáticos, para hacer esas solicitudes no podremos dejar de avanzar. En esos puntos es donde el reto se hace fantástico, convirtiéndose en un simulador de la competencia.

Para amarrar, la inteligencia artificial de los rivales puede ser otro dolor de cabeza, realizando movimientos muy inteligentes para bloquear la entrada o en el caso de que nos quieran superar, nos presionaran para que provoquemos el mínimo error.

    
Suena muy complejo y en realidad lo es, por fortuna el estudio sabe que se tienen que adaptar a los diferentes usuarios, por ello crearon los estilos de conducción, contando con Casual, Estándar y Experto, donde se van añadiendo opciones en las dificultades más elevadas, mientras en los más sencillos aparecen los asistentes para dar mejor las curvas o para el frenado.

Un espacio para los expertos
Más allá de su modo historia, también seguirán los clásicos Mi Equipo y Piloto, pero con nuevos añadidos para los más exigentes. El más interesante sin duda es el sistema I+D con más opciones para personalizar a nuestro vehículo, como la posibilidad de simular los entrenamientos de manera automática, pero con un castigo en los puntos que recibiremos.

    
Lo mejor es que ahora sí podremos tener un compañero en la escudería con el modo dobles, donde un amigo en línea se podrá unir al equipo. Este añadido le da otro toque a la estrategia ya que deberemos pensar primero por el equipo y no necesariamente por llegar siempre en primer lugar.

Tocando el modo multijugador se mantienen los enfrentamientos en línea con diferentes variantes, pero pocas novedades. Tendremos el sistema de rango activo y el “clásico” pase de temporada con solamente elementos estéticos.

En general disputar una carrera en línea tiene su encanto ya que los rivales podrían ser más agresivos que la inteligencia artificial y sin duda le da frescura y muchas horas de juego.

El camino por la bandera a cuadros
Visualmente el juego no sufrió cambios visuales, se integró el ray tracing, pero increíblemente solo se encuentra habilitado en las repeticiones y expositores. Increíble que un título que destaca siempre por los detalles gráficos no apostó por novedades para aprovechar también la nueva generación de consolas.

Respecto al doblaje de la historia tenemos el audio en castellano, lamentamos que no se haya realizado un trabajo para nuestra región, le hubiera dado un toque más atractivo. En el caso del audio sigue siendo impactante la cantidad de sonido que tendremos en nuestro entorno y cómo funcionan a la perfección para detectar al rival.

‘F1 2021’ destaca en muchos aspectos, siendo exigente para los expertos y un poco accesible para los usuarios nuevos en la franquicia. Lo mejor es que logran escalar la experiencia para que te genere interés dar un salto a un nivel más alto.

    
Es importante recordar que los juegos de Fórmula 1 se sienten totalmente diferentes a cualquier franquicia, contando con elementos de la competencia real que hacen única la experiencia de juego y acompañados con la maestría de Codemaster, probablemente no pueden estar en un mejor lugar.








F1 2021 - Standard Edition - PlayStation 5


PVP en Amazon México $1,499.00








‘F1 2021’ es un título que ningún amante del automovilismo debe dejar pasar y menos si cuentan con un volante listo para invertir cientos de horas. El futuro de la franquicia es alentador.
 




    Compartir
    
           Probamos 'F1 2021': la joya de conducción de Codemaster llega a EA con modo historia y unas físicas sorprendentes
         


Facebook
Twitter
Flipboard
E-mail



Temas

Videojuegos
Análisis


Electronics Arts




",
"

Los números del tercer repunte siguen subiendo, así que CDMX está acelerando la vacunación y entre el 18 y el 26 de julio se vacunará a casi un millón de adultos entre 30 y 39 años de nueve alcaldías, es decir, todas las restantes que todavía no recibían primera dosis en ese grupo de edad. 


La meta es llegar a 914,180 personas en las alcaldías Tláhuac, Miguel Hidalgo, Azcapotzalco, Benito Juárez, Coyoacán, Gustavo A. Madero, Venustiano Carranza, Álvaro Obregón y Tlalpan. Será la jornada más intensa de vacunación hasta ahora pues además se completarán segundas dosis de todos los adultos de 50 a 59 años, al vacunar a 130,134 adultos de 50 a 59 años en Álvaro Obregón e Iztacalco. 
 











Hasta ahora se ha vacunado a personas de 30 a 39 años de Cuajimalpa, Magdalena Contreras, Milpa Alta, Cuauhtémoc, Xochimilco, Iztapalapa e Iztacalco
    
Los detalles todavía no fueron revelados. No será sino hasta mañana, sábado 17 de julio, cuando se dé a conocer el plan de vacunación completo para la próxima semana. Lo que sí se sabe es que mientras que en Tlalpan se aplicará AstraZeneca, en las otras ocho alcaldías se aplicarán dosis de Sputnik V. El día de mañana se darán a conocer las sedes y los calendarios por primera letra de apellido. 

Para las personas mayores de 30 años que perdieron su turno para vacunarse en su alcaldía, a partir del 20 de julio pueden acudir a cualquier sede de vacunación que esté aplicando primera dosis para conseguir su vacuna. 

Se reanudan pruebas en centros comerciales
A propósito del repunte de casos se está reanudando el programa de pruebas en centros comerciales a partir del 20 de julio. Los centros comerciales participantes son Parque Tezontle, Las Antenas, Perisur, Parque Viavallejo, Centro Santa Fe, Zentralia Churubusco, Chedraui Aragón, Chedraui Universidad y Chedraui Tenayuca. El horario será de martes a domingo de 11 de la mañana a tres de la tarde. En todas las plazas enlistadas habrá personal del IMSS para toma de muestras. 

El gobierno de la ciudad siguió haciendo llamado a usar cubrebocas dada la presencia de nuevas variantes que son más contagiosas. También recordó que la protección mas completa de la vacuna está disponible hasta 15 días después de la aplicación de la segunda dosis. 















    Compartir
    
           CDMX vacunará contra COVID a casi un millón de personas de 30 a 39 años en Tláhuac, Tlalpan, Coyoacán, y otras cinco alcaldías
         


Facebook
Twitter
Flipboard
E-mail



Temas

Medicina y Salud


Coronavirus
Coronavirus en México




","
         CDMX vacunará contra COVID a casi un millón de personas de 30 a 39 años en Tláhuac, Tlalpan, Coyoacán, y otras cinco alcaldías   "
"

En una encuesta realizada por Ford, uno de cada cinco conductores dijo que el olor a gasolina es lo que más extrañarían al cambiar a un vehículo eléctrico, mientras que casi el 70% afirmó que extrañaría el olor a gasolina hasta cierto punto. Para todos ellos, Ford creo Mach-Eau, una fragancia que no huele a gasolina, pero sí busca evocar a las personas hacia esas sensaciones que les causaba el olor al combustible.

Esta fragancia fusiona acordes ahumados, aspectos de goma e incluso un cierto aroma ""animal"" que haría referencia al Mustang clásico, de acuerdo con Ford. El perfume fue presentado en el Goodwood Festival of Speed, un evento anual en Reino Unido que reúne a  los aficionados del petróleo de todo el mundo.
 


Sin embargo, por ahora, la fragancia no está a la venta, y más bien forma parte de la misión en curso de Ford de ayudar a disipar los mitos en torno a los vehículos eléctricos y convencer a los entusiastas de los autos a combustión del potencial de eléctricos como el Mustang Mach-E GT.

Ante estas dudas, Jay Ward, director de Comunicaciones de productos de Ford Europa comentó:
""A juzgar por los resultados de nuestra encuesta, el atractivo sensorial de los coches de gasolina sigue siendo algo que los conductores son reacios a abandonar. La fragancia Mach Eau está diseñada para darles un toque de esa fragancia a combustible que todavía anhelan. Debería durar el tiempo suficiente para que el rendimiento del GT haga que cualquier otra duda también se evapore"".
Con toques de olor a neumático, gasolina y lavanda
Mach-Eau fue creada en colaboración con Olfiction,  consultora de fragancias, y en específico por su co-fundadora Pia Long, quien comenzó por investigar los productos químicos que se emiten en el interior de los automóviles, los motores y la gasolina.








Dentro de estos ingredientes estaban el benzaldehído, aroma parecido a las almendras que se desprende del interior de los autos, y el paracresol, que es clave para crear el olor gomoso de los neumáticos. Ambos se mezclaron con ingredientes como jengibre azul, lavanda, geranio y sándalo que agregaron acentos metálicos, ahumados y a goma.

El Mustang Mach-E GT es la versión más poderosa del eléctrico de Ford, pues con sus 480 caballos de fuerza alcanza una aceleración de 0 a 100 km/h en sólo 3.7 segundos, además, recorrerá hasta 435 kilómetros con una sola carga. El Mach-E GT ya está disponible como pedido anticipado en Estados Unidos con un precio inicial de 59,900 dólares.















    Compartir
    
           Mach Eau: Ford creo una fragancia para que los amantes de los motores a combustión no extrañen el olor a gasolina en un eléctrico 
         


Facebook
Twitter
Flipboard
E-mail



Temas

Automóvil


Auto Eléctrico
Ford
Ford Mach-E
olor a gasolina




","
         Mach Eau: Ford creo una fragancia para que los amantes de los motores a combustión no extrañen el olor a gasolina en un eléctrico    "
"

Volkswagen tiene preparados los lanzamientos de más eléctricos que complementen su gama rumbo a un nuevo futuro. Uno de ellos ya fue anunciado por Herbert Diess, CEO de la empresa, y fue llamado ID. 8, el cual será el SUV más grande de su oferta.

De acuerdo con el documento que compartió Diess en Linkedin, el ID. 8 tendría el tamaño del Atlas, por lo que sería su variante eléctrica. El Atlas, llamado Teramont en México, es un SUV de 5 metros de largo.
 









Este es el Volkswagen Atlas (Teramont en México), tamaño del que probablemente será el ID. 8



Este modelo encabezará la línea actual eléctrica de Volkswagen que ya incluye el ID. 3 (del tamaño de un Golf), el SUV ID.4 y el ID. 6, que es actualmente el modelo eléctrico más grande de VW pero está sólo disponible en China. El ID. 8, posiblemente con tres filas de asientos, será una alternativa al Model X de Tesla y los próximos modelos BMW iX y Audi e-Tron.

Como probablemente será el sucesor del Atlas, la plataforma en la que podría construirse sería la MEB de Volkswagen, sin embargo, por ahora no hay más detalles sobre el nuevo eléctrico.

Diess también reveló que habrá un ID. 6 que llegará al segmento del Passat, sin embargo, no quedó claro si sólo será para el mercado chino. El próximo ID. 8 forma parte de la nueva estrategia comercial ""New Auto"" de VW con la que planea que las ventas de eléctricos sean el 50% del total para 2030.















    Compartir
    
           Volkswagen ID. 8: un nuevo SUV eléctrico está en camino y será el más grande de la línea con hasta 5 metros de largo 
         


Facebook
Twitter
Flipboard
E-mail



Temas

Automóvil


Volkswagen
Auto Eléctrico




","
         Volkswagen ID. 8: un nuevo SUV eléctrico está en camino y será el más grande de la línea con hasta 5 metros de largo    "
"

Walmart de México y Centroamérica presentó el día de hoy Scan & Go, una herramienta diseñada para la aplicación de Sam’s Club para aquellos usuarios que quieran pagar directamente desde su smartphone al acudir a una de las tiendas que tienen en todo el país.

La herramienta se incorpora directamente en la aplicación de Sam’s Club de iOS y Android y la manera en que funciona es muy sencilla, lo único que se necesita es ingresar a Scan & Go para que se active la cámara del smartphone para capturar el código de barras de los productos. 
 












“Scan & Go llega a México en el marco del 30 Aniversario de Sam’s Club en el país, como parte de la estrategia de innovación continua para ofrecer soluciones cada vez más ágiles para los socios.”

Cuando la aplicación detecte el código arrojará el tipo de producto y el precio actual. Al seleccionar todos los productos deseados de la tienda, solamente se deberá seleccionar “Finalizar compra” para realizar el pago desde el smartphone.

    
Al completar el pago la aplicación mostrará un código que se tendrá que mostrar con la persona encargada de verificar los productos antes de la salida. No es necesario pasar por ninguna caja.

Scan & Go tiene más de tres años en Estados Unidos y fue diseñado como una herramienta para mejorar la experiencia de compra de los usuarios. En el caso de México señalan que la opción es ideal para agilizar el proceso de compra y reducir el contacto con otras personas para fortalecer las medidas de sana distancia.

Recordemos que hace poco Walmart también lanzó un servicio de suscripción para tener envíos gratis en todos los pedidos realizados en la modalidad ""Mismo día"".
 




    Compartir
    
           Sam’s Club ya permite en México escanear los productos con su app y pagar directamente desde el smartphone para evitar las cajas
         


Facebook
Twitter
Flipboard
E-mail



Temas

Comercio Electrónico


Walmart




","
         Sam’s Club ya permite en México escanear los productos con su app y pagar directamente desde el smartphone para evitar las cajas   "
"

La postura de Facebook ha sido tajante desde hace tiempo: la red social no es árbitro de la verdad, a decir de Mark Zuckerberg, y aunque ha tomado algunas medidas en contra de posts que abiertamente difunden fake news en torno a la vacunación contra COVID-19, como por ejemplo minimizar el alcance, la red social podría estar haciendo más, a decir del presidente de Estados Unidos, Joseph Biden. 











Cuestionado sobre el papel de plataformas como Facebook, Biden dijo enfáticamente que ""están matando personas"" al dejar que pulule información falsa sobre los procesos de vacunación y, en general, sobre la pandemia global.
 


La declaración es retomada por CNBC, a solo un día de que la secretaria de prensa de la Casa Blanca, Jen Psaki, dijera que el gobierno estadounidense está preocupado por ""publicaciones problemáticas"" en Facebook que desinforman. La preocupación es tal que el gobierno de Estados Unidos ha propuesto algunos cambios a plataformas de redes sociales, no únicamente a Facebook, aunque Psaki no dijo a cuáles más. 

    
Las propuestas a redes sociales
Una de las propuestas es que las redes hagan un registro constante y permanente sobre los impactos de la desinformación que pulula en las plataformas. ""Facebook debería proveer de datos públicos y transparentes sobre el alcance de la desinformación en torno al COVID-19 y a las vacunas contra COVID-19"", dijo Psaki. La red social además debe ser más rápida para eliminar publicaciones violentas y dañinas que, a decir de Psaki, en algunas ocasiones permanecen en línea por días. 

Otra de las propuestas que se está haciendo a Facebook es que el algoritmo privilegie la información de calidad proveniente de fuentes confiables, por encima de otros contenidos que provienen de fuentes no reconocidas. En este caso, Psaki asegura que Facebook ha decidido no usar estas herramientas en la difusión de contenido de utilidad sobre la pandemia. 

Este es el nuevo capítulo en una relación tensa entre Biden y las grandes tecnológicas. El nuevo gobierno estadounidense ha sido impulsor del nuevo impuesto global a grandes corporaciones tecnológicas, y más recientemente ha suscrito una política que supervise las grandes adquisiciones que las empresas hacen, pues según el gobierno tienen el potencial de mermar la innovación y afectar la competencia. Incluso la nueva administración estadounidense se ha mostrado a favor de una nueva política de acumulación de datos para vigilar la cantidad de datos personales que las tecnológicas tienen sobre sus usuarios y los usos que les dan. 

    
Entre las acciones de Facebook en torno a la pandemia ha estado una notificación masiva para promover la vacunación, con enlace a la página oficial de COVID-19 en México. En febrero pasado también la red social anunció una campaña global contra la información incorrecta y advirtió que incluso eliminaría publicaciones de usuarios con aseveraciones falsas sobre vacunas. 

En México, el congreso en su pasada legislatura comenzó a analizar una regulación a redes sociales que tuviera como fin último ""garantizar la libertad de expresión"", e incluso la secretaria de gobernación, Olga Sánchez Cordero, dijo que el gobierno federal había pedido ya un estudio a la Unidad de Normatividad de Medios para saber cómo se ha regulado a redes en otros países. En aquel entonces, a pregunta expresa de Xataka México, el encargado de políticas públicas de Twitter México, Hugo Rodríguez, dijo no estar al tanto de una iniciativa similar en el congreso. 

Facebook ha sido contactado para conocer su postura sobre lo dicho por el presidente Biden. Cuando tengamos su comentario actualizaremos este texto. 















    Compartir
    
           Redes como Facebook ""están matando gente"" al no eliminar desinformación sobre vacunas contra COVID, según presidente de Estados Unidos
         


Facebook
Twitter
Flipboard
E-mail



Temas

Aplicaciones
Legislación y Derechos


Facebook
Twitter
Coronavirus
Coronavirus en México




","
         Redes como Facebook ""están matando gente"" al no eliminar desinformación sobre vacunas contra COVID, según presidente de Estados Unidos   "
"

Hoy es un buen día para ser un seguidor de 'The Legend of Zelda', una de las saga más emblemáticas de Nintendo. Esto porque desde hoy 'The Legend of Zelda: Skyward Sword HD, un amiibo de Zelda y también una edición limitada de los Joy-Con de Nintendo Switch se pusieron a la venta.

Incluso ya inició la preventa del Game & Watch edición limitada de esta serie. Pero sin duda uno de los productos más buscados son este par de controles que han estado muy escasos.
 









The Legend of Zelda: Skyward Sword HD ya disponible


PVP en Amazon México $1,289.00


PVP en Elektra $1,399.00PVP en Bodega Aurrera $1,488.00PVP en Walmart $1,488.00PVP en Coppel $1,699.00






Durante la madrugada pudimos avisar a nuestros seguidores de Twitter y Facebook que hubo nuevas unidades disponibles en Amazon México por 2,299 pesos, pero estos duraron muy poco tiempo. En una publicación que hicimos hace unos meses pueden aprender a utilizar Keepa para rastrear la disponibilidad de productos en esta tienda.

Revisamos otras opciones en México como Walmart y GamePlanet que al parecer ya dieron de baja el sitio de estos Joy-Con después de haber terminado con su inventario. En otras como Sam's Club y Soriana no están listados y en El Palacio de Hierro y Sanborns ya se agotaron.










Donde sí encontramos disponibilidad fue en Coppel aunque aquí están más caros, pues tienen un precio de 2,799 pesos y envío gratis. En MixUp están por 2,299 pesos y también con envío gratis. Mientras tanto en Liverpool se puede conseguir por 2,549 pesos, y sí, tampoco hay que pagar envío.

Una opción más económica es en Sears que en estos momentos los tienen en 2,139 pesos y sin costo de envío. Si nos metemos a Claro Shop, podemos encontrarlos vendidos también por Sears y por Sanborns al mismo precio y se puede pagar con cargo a tu recibo de Telmex.

Finalmente también está la opción de comprarlos en eBay, donde encontramos un vendedor con calificación ""excelente"" y que ya con envío estarían costando cerca de 2,600 pesos. Mercado Libre por ahora no nos parece una buena opción, y que el precio más bajo que encontramos con un buen vendedor fue de 3,500 pesos.

    
Podemos ver que en este caso tenemos dos tonalidades de azul y en ambos hay algunos detalles alusivos al juego en dorado, además de que tenemos el emblema de la cresta de la diosa en el control izquierdo y la trifuerza en el derecho.

Los sujetadores de estos Joy-Con vienen en color blanco y el cordón también es de tonalidades azules. Con la transmisión del Nintendo Direct en E3 2021 muchos juegos se unieron también a la sección de preventa, además de que desde antes tres entregas de Pokémon que saldrán en 2021 y 2022 y se podían apartar.












        En Xataka México Selección publicamos las mejores ofertas en tecnología, videojuegos, coleccionables y demás categorías que estén en descuento en distintas tiendas en línea de México. El precio y disponibilidad del producto están sujetos a cambios sin previo aviso.
    

Algunos de los enlaces de esta publicación pueden pertenecer a un programa de afiliados. Ninguno de los artículos mencionados han sido propuestos ni por las marcas ni por las tiendas, siendo su introducción una decisión única del equipo de editores.
 




    Compartir
    
           Los Joy-Con de 'The Legend of Zelda: Skyward Sword HD' llegan a México: cuánto cuestan y dónde comprarlos
         


Facebook
Twitter
Flipboard
E-mail



Temas

Videojuegos
Selección


Zelda Skyward Sword
Amazon México
Nintendo Switch
Guía de compras




","
         Los Joy-Con de 'The Legend of Zelda: Skyward Sword HD' llegan a México: cuánto cuestan y dónde comprarlos   "
